translation,modern_translation,bleu_score,bleurt_score,bert_score
梁 惠 王 站 在 池 塘 边 上 ，,现 在 的 王 王 站 在 池 ��,0.2670867978449923,0.2461177110671997,0.6696698069572449
梁 惠 王 站 在 池 塘 边 上 ， 一 面 顾 盼 着 鸿 雁 麋 鹿 ，,现 在 的 王 王 正 在 沼 沟 上 站 ， 顾 盼 望 着 鸿 雁 、,3.105560972869988e-78,0.3883689641952514,0.7658662796020508
梁 惠 王 站 在 池 塘 边 上 ， 一 面 顾 盼 着 鸿 雁 麋 鹿 ， 一 面 说 ：,王 王 站 在 池 塘 边 上 ， 顾 盼 盼 着 鸿 雁 麋 鹿 ， 说 ： ，,0.5693624501505019,0.5912715792655945,0.8765278458595276
一 面 顾 盼 着 鸿 雁 麋 鹿 ，,我 看 鸿 雁 、 麋 鹿 、 鹿 鹤 、 麋 鹿 等 很 多 珍 禽 异 植 物 ， 我 也 很 高 兴 。,5.058733103503338e-155,0.443519115447998,0.6578462719917297
一 面 顾 盼 着 鸿 雁 麋 鹿 ， 一 面 说 ：,顾 鸿 雁,3.2062812585104613e-156,0.2073669731616974,0.589323103427887
一 面 顾 盼 着 鸿 雁 麋 鹿 ， 一 面 说 ： 贤 人 也 以 此 为 乐 吗 ？,担 权 顾 虎 鹿 麋 鹿 ， 说 ： 贤 人 也 会 快 乐 吗 ？,0.256122236282007,0.4769103527069092,0.7814648151397705
一 面 说 ：,陈 臻 说 ：,9.53091075863908e-155,0.4011136889457702,0.7135712504386902
一 面 说 ： 贤 人 也 以 此 为 乐 吗 ？,语 言 文 言 经 者 也 会 喜 爱 这 样 吗 ？,5.3448396730677054e-155,0.3995697498321533,0.6704546213150024
贤 人 也 以 此 为 乐 吗 ？,您 也 会 快 乐 吗 ？,4.054801917798201e-78,0.48891681432724,0.7217569947242737
孟 子 回 答 说 ：,孟 子 回 答 说 ：,1.0,1.0024054050445557,1.0
孟 子 回 答 说 ： 正 因 为 是 贤 人 才 能 够 以 次 为 乐 ，,孟 子 回 答 说 ： 贤 人 才 后 才 能 够 快 乐 于 此 ， 这 就 是 不 值 得 待 下 的 呢 。,0.2511524836223544,0.5198360085487366,0.7646324634552002
孟 子 回 答 说 ： 正 因 为 是 贤 人 才 能 够 以 次 为 乐 ， 不 贤 的 人 就 算 有 这 些 东 西 ，,孟 子 回 答 说 ： 贤 人 才 后 才 能 够 快 乐 于 此 ， 不 贤 的 人 虽 然 有 这 些 东 西 ，,0.4732004975681072,0.6067073345184326,0.8676437139511108
正 因 为 是 贤 人 才 能 够 以 次 为 乐 ，,贤 人 才 能 以 后 才 乐 享 这 个 ， 这 就 是 贤 能 的 人 。,0.1531682455208201,0.3742941319942474,0.6828927397727966
正 因 为 是 贤 人 才 能 够 以 次 为 乐 ， 不 贤 的 人 就 算 有 这 些 东 西 ，,贤 人 才 后 来 快 乐 地 解 释 这 个 观 念 ， 不 贤 的 人 虽 然 有 这 个 观 念 ， 但 是 不 能 够 解 释 得 理 解,0.1568754597871929,0.4308679103851318,0.7204819917678833
正 因 为 是 贤 人 才 能 够 以 次 为 乐 ， 不 贤 的 人 就 算 有 这 些 东 西 ， 也 不 能 够 快 乐 的 。,贤 人 才 后 来 快 乐 地 接 住 这 个 事 ， 不 贤 的 人 虽 然 有 这 个 事 ， 也 不 高 兴 。,0.1943630934993939,0.508525013923645,0.7509272694587708
不 贤 的 人 就 算 有 这 些 东 西 ，,不 贤 的 人 虽 然 有 这 些 东 西 ， 但 是 不 会 去 购 买 东 西 。,0.3233842870691159,0.4985200762748718,0.8420976996421814
不 贤 的 人 就 算 有 这 些 东 西 ， 也 不 能 够 快 乐 的 。,不 贤 的 人 虽 然 有 这 些 东 西 ， 但 是 不 高 兴 。,0.3766019021279213,0.6639836430549622,0.8533725142478943
也 不 能 够 快 乐 的 。,不 高 兴 的 。,5.094696780347207e-155,0.4288448691368103,0.7343721389770508
《 诗 经 》 说 ：,文 言 文 言 都 说 ：,6.9681484127616906e-155,0.4930568933486938,0.601150393486023
《 诗 经 》 说 ： 开 始 规 划 造 灵 台 ，,《诗 经 》 说 ： 经 始 灵 台 上 面 有 灵 台 ，,0.2460137257692754,0.4608814716339111,0.8331367373466492
《 诗 经 》 说 ： 开 始 规 划 造 灵 台 ， 仔 细 营 造 巧 安 排 。,《 诗 经 》 说 ： 灵,0.0986532662092106,0.2283959239721298,0.703432559967041
开 始 规 划 造 灵 台 ，,经 始 灵 台 ，,4.050364452470092e-78,0.4083289504051208,0.7097790241241455
开 始 规 划 造 灵 台 ， 仔 细 营 造 巧 安 排 。,经 始 修 炼 灵 台 ， 经 过 经 际 营 造 的 准 备 ， 。,3.1255797120889307e-78,0.5356757640838623,0.6996346712112427
开 始 规 划 造 灵 台 ， 仔 细 营 造 巧 安 排 。 天 下 百 姓 都 来 干 ，,经 始 灵 台 上 ， 经 过 经 梦 中 经 过 厄 经 各 方 国 家 的 劳 役 ， 万 民 都 侍 候 着 ， 灵 台 上 挞 退 �,3.918477812555336e-155,0.2177731096744537,0.6148468255996704
仔 细 营 造 巧 安 排 。,经 过 经 际 的 营 棨 ， 才 能 统 一 天 下,9.418382295637229e-232,0.059256725013256,0.5416644811630249
仔 细 营 造 巧 安 排 。 天 下 百 姓 都 来 干 ，,经 过 很 久 不 动 动 活 活 的 ， 天 下 百 姓 都 来 干 ， ， ， 。,0.3221135973222974,0.2626892328262329,0.6943222284317017
仔 细 营 造 巧 安 排 。 天 下 百 姓 都 来 干 ， 几 天 建 成 速 度 快 。,经 老 补 宽 ， 百 姓 攻 势 来 努 力 ， 天 性 不 成 全 。,4.336628080696419e-155,0.269140750169754,0.6622428894042969
天 下 百 姓 都 来 干 ，,很 多 人 都 试 忟 来 攻 ， 但 是 孟 子 却 不 去 ， 因 为 他 知 道 谁 也 会 攻 各 。,1.0423153399406433e-231,0.2016892880201339,0.6201028227806091
天 下 百 姓 都 来 干 ， 几 天 建 成 速 度 快 。,很 多 人 都 试 试 劲 劲 地 狠 狠 攻 势 ， 却 不 能 够 努 力 得 到 归 来 。,1.1522277201606316e-231,0.1978267878293991,0.5739930868148804
几 天 建 成 速 度 快 。,参考翻译结果a: 不 如 一 天 成 全 。,1.4256605770826504e-231,0.3089372515678406,0.6027843356132507
建 台 本 来 不 着 急 ，,经 始 没 有 什 么 几 倍 的 优 势 ，,9.788429383461836e-232,0.109548807144165,0.613662838935852
建 台 本 来 不 着 急 ， 百 姓 起 劲 自 动 来 ，,一 次 没 有 借 老 师 学 习 ， 老 百 姓 都 来 了 。,5.1945147945938015e-155,0.1523725837469101,0.6343032717704773
百 姓 起 劲 自 动 来 ，,现 在 庶 民 都 来 。,9.709385502639237e-232,0.1860048770904541,0.6612403392791748
国 王 游 览 灵 园 中 ，,王 在 灵 园 里 ，,6.458654791343583e-155,0.5380390882492065,0.8233010172843933
国 王 游 览 灵 园 中 ， 母 鹿 伏 在 深 草 丛 。,王 王 在 灵 园 里 ， 母 鹿 伏 在 山 丘 ， ，,0.2736931145096749,0.4512227773666382,0.8414078950881958
国 王 游 览 灵 园 中 ， 母 鹿 伏 在 深 草 丛 。 母 鹿 肥 大 毛 色 润 ，,现 在 的 王 在 灵 园 中 ， 母 鹿 伏 在 柳 下 ， 母 鹿 洗 干 净 ， 母 鹿 洗 干 净 ，,0.2766873691282189,0.3214931488037109,0.7721676826477051
母 鹿 伏 在 深 草 丛 。,麂 鹿 伏 在 一 棵 桨 树 上 ， 麀 鹿 惧 惧 惧 地 瞥 见 他 ，,2.101889569428303e-78,0.264543354511261,0.7192127108573914
母 鹿 伏 在 深 草 丛 。 母 鹿 肥 大 毛 色 润 ，,母 鹿 伏 在 山 丘 ， 母 鹿 洗 奔 迎 着 风 ， ,0.190220828115683,0.3827269375324249,0.7674105167388916
