translation,modern_translation,bleu_score,bleurt_score,bert_score
梁 惠 王 站 在 池 塘 边 上 ，,'王 子 站 在 池 塘 上 ，',0.2846946938149361,0.5215928554534912,0.8163343071937561
梁 惠 王 站 在 池 塘 边 上 ， 一 面 顾 盼 着 鸿 雁 麋 鹿 ，,'周 武 王 站 在 池 塘 上 ， 看 见 顺 鸿 雁 麋 鹿 ，',0.326818197515849,0.620378315448761,0.8093860149383545
梁 惠 王 站 在 池 塘 边 上 ， 一 面 顾 盼 着 鸿 雁 麋 鹿 ， 一 面 说 ：,'周 武 王 站 在 池 塘 上 ， 看 见 鸿 雁 麋 鹿 ， 说 ：',0.3168482271791822,0.7157581448554993,0.8219248056411743
一 面 顾 盼 着 鸿 雁 麋 鹿 ，,'顾 盼 鸿 雁 麋 鹿 ，',0.2831941551089239,0.692215621471405,0.7857858538627625
一 面 顾 盼 着 鸿 雁 麋 鹿 ， 一 面 说 ：,'顾 问 鸿 雁 麋 鹿 ， 说 ：',0.2680220126779215,0.5567172765731812,0.7384704351425171
一 面 顾 盼 着 鸿 雁 麋 鹿 ， 一 面 说 ： 贤 人 也 以 此 为 乐 吗 ？,'顾 盾 鸿 雁 麋 鹿 ， 说 ： 贤 人 也 会 受 此 类 的 乐 的 声 音 吧 ？',0.3226789736295067,0.5702972412109375,0.7363470792770386
一 面 说 ：,'孟 子 说 ：',1.2882297539194156e-231,0.6154211163520813,0.616637647151947
一 面 说 ： 贤 人 也 以 此 为 乐 吗 ？,'孟 子 说 ： 贤 人 也 会 感 兴 趣 吗 ？',0.3026643726685863,0.6632296442985535,0.7418749928474426
贤 人 也 以 此 为 乐 吗 ？,'贤 人 也 会 感 兴 悦 吗 ？',6.7393716283177006e-155,0.7549440264701843,0.7631959915161133
孟 子 回 答 说 ：,'孟 子 回 答 说 ：',0.5081327481546147,0.9836161732673644,0.9028817415237428
孟 子 回 答 说 ： 正 因 为 是 贤 人 才 能 够 以 次 为 乐 ，,'孟 子 回 答 道 ： 贤 人 才 能 够 愿 意 宁 可 以 享 受 这 事 物 ，',0.228667222315749,0.7271329760551453,0.7534250617027283
孟 子 回 答 说 ： 正 因 为 是 贤 人 才 能 够 以 次 为 乐 ， 不 贤 的 人 就 算 有 这 些 东 西 ，,'孟 子 回 答 道 ： 贤 人 才 能 够 愿 意 宁 可 以 这 样 快 乐 的 ， 不 贤 人 却 有 这 样 快 乐 的 ，',0.201531082169826,0.5211491584777832,0.7501763701438904
正 因 为 是 贤 人 才 能 够 以 次 为 乐 ，,'贤 人 就 喜 悦 于 这 ，',5.116994679231889e-232,0.5534789562225342,0.6010664105415344
正 因 为 是 贤 人 才 能 够 以 次 为 乐 ， 不 贤 的 人 就 算 有 这 些 东 西 ，,'贤 人 就 喜 悦 于 这 种 事 ， 不 贤 人 却 有 这 种 事 ，',2.4334874937776813e-78,0.4637060165405273,0.6897202730178833
正 因 为 是 贤 人 才 能 够 以 次 为 乐 ， 不 贤 的 人 就 算 有 这 些 东 西 ， 也 不 能 够 快 乐 的 。,'贤 人 就 喜 悦 于 这 种 事 ， 不 贤 人 却 有 这 种 事 ， 不 喜 悦 。',1.9828054295966133e-78,0.503686785697937,0.6923812627792358
