translation,modern_translation,bleu_score,bleurt_score,bert_score
范 仲 淹 二 岁 的 时 候 成 了 孤 儿 。,现代汉语：范充二岁就沉迷，,0,0.2157580554485321,0.6763586401939392
范 仲 淹 二 岁 的 时 候 成 了 孤 儿 。 母 亲 很 穷 ， 没 有 依 靠 。,现代汉语：费贞淘洩两岁，母亲贫困独立，,0,0.2227672934532165,0.6787357926368713
范 仲 淹 二 岁 的 时 候 成 了 孤 儿 。 母 亲 很 穷 ， 没 有 依 靠 。 就 改 嫁 到 了 常 山 的 朱 家 。,现代汉语：费茲儒洒淹两岁，母亲贫寡，终于适应了山庄朱氏。,0,0.3601324558258056,0.6844189167022705
母 亲 很 穷 ， 没 有 依 靠 。,现代汉语：母亲没有帮助， 现代汉语：母亲没有帮助。,0,0.6577541828155518,0.6667409539222717
母 亲 很 穷 ， 没 有 依 靠 。 就 改 嫁 到 了 常 山 的 朱 家 。,母亲没有贡献，再说她适应山庄朱氏的地方。,0,0.2833061814308166,0.7088155150413513
就 改 嫁 到 了 常 山 的 朱 家 。,现代汉语：再次抵达那个叫山朱的山区。,0,0.5087650418281555,0.6086720824241638
长 大 以 后 ，,我想充,0,-0.0167670100927352,0.5521435737609863
长 大 以 后 ， 知 道 了 自 己 的 生 世 ，,现代汉语：即使长，也需要了解其家庭背景。,0,0.3485890924930572,0.6063683032989502
长 大 以 后 ， 知 道 了 自 己 的 生 世 ， 含 着 眼 泪 告 别 母 亲 ，,现代汉语：即使长，也知道他的家人，感到哭似母亲，,0,0.2840527296066284,0.6560719013214111
长 大 以 后 ， 知 道 了 自 己 的 生 世 ， 含 着 眼 泪 告 别 母 亲 ， 离 开 去 应 天 府 的 南 都 学 舍 读 书 。,现代汉语：即使长，也知道他的家人，感到哀伤地泪下来，决定去南方入学院。,0,0.3199306726455688,0.645629346370697
知 道 了 自 己 的 生 世 ，,现代汉语：了解他的家人，,0,0.3643302321434021,0.6620880365371704
知 道 了 自 己 的 生 世 ， 含 着 眼 泪 告 别 母 亲 ，,现代汉语：如果你了解到他的家人，那么你就会感到哭伤，,0,0.1760048121213913,0.6223083138465881
